Country,City,Year,AQI,PM2.5,PM10,Deforestation_Rate_%,Afforestation_Rate_%,Vehicles_Increase_%,Industries_Increase_%,Env_Budget_Million_USD,Population_Density_Per_SqKm,CO2_Emissions_MT,Green_Space_Ratio_%,Avg_Life_Expectancy_Index,Region,Income group,Population_Density_Category,AQI_category,Decade,CO2_per_Population,PM_Ratio,Net_Forest_Change_%,Pollution_Health_Impact
Brazil,Rio de Janeiro,2018,128.47,65.47,128.05,2.6,1.1,4.62,5.6,198.83,3774.19,117.27,36.91,76.83,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.03106333720951793,0.5112846544318626,-1.5,1.6506488500578183
Brazil,Rio de Janeiro,2018,47.38,24.53,47.74,2.41,0.57,7.28,2.15,285.2,4397.19,112.53,34.89,82.41,Latin America & Caribbean,Upper middle income,Very High,Good,2010s,0.02558552495458359,0.5138248847926268,-1.8400000000000003,0.5680374055868601
Brazil,Rio de Janeiro,2018,64.5,28.89,60.12,1.12,2.06,5.43,7.34,247.01,1885.67,137.52,43.16,81.19,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.07289033058245481,0.48053892215568866,0.94,0.7847670032850712
Brazil,Rio de Janeiro,2018,85.59,44.72,81.52,3.04,0.64,8.46,7.45,257.84,964.9,161.54,37.93,79.81,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.1672429858163371,0.548577036310108,-2.4,1.05915109516149
Brazil,Rio de Janeiro,2018,55.2,27.39,52.46,1.76,1.58,3.05,3.73,259.9,4186.15,113.27,38.8,81.84,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.027051813285886583,0.5221120853983988,-0.17999999999999994,0.6663447609850314
Brazil,Rio de Janeiro,2018,123.81,55.23,131.06,1.87,0.65,9.46,7.99,294.14,4236.16,207.54,35.83,77.33,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.048980921183056574,0.42141004120250264,-1.2200000000000002,1.580620451934125
Brazil,Rio de Janeiro,2018,54.05,29.55,46.13,3.52,1.83,3.15,3.0,381.98,2391.55,102.2,39.58,82.16,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04271593070155273,0.6405809668328636,-1.69,0.6499518999519
Brazil,Rio de Janeiro,2018,78.24,39.3,55.96,3.5,1.47,3.08,2.39,333.19,4488.78,98.03,36.41,80.45,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.021834031957022396,0.7022873481057897,-2.0300000000000002,0.9605893186003682
Brazil,Rio de Janeiro,2018,81.91,53.11,60.61,1.91,1.18,4.99,2.96,314.77,3578.31,115.97,38.05,80.17,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.03240009946051055,0.8762580432271903,-0.73,1.0091166687199704
Brazil,Rio de Janeiro,2018,68.13,47.49,74.08,3.94,2.16,4.15,2.17,153.13,404.58,104.78,42.14,80.76,Latin America & Caribbean,Upper middle income,Moderate,Moderate,2010s,0.2583460722915331,0.6410637149028078,-1.7799999999999998,0.8332925636007826
Brazil,Rio de Janeiro,2018,113.33,47.67,102.36,2.77,1.06,7.99,7.24,401.53,3658.11,160.77,36.74,78.25,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.04393691362107179,0.4657092614302462,-1.71,1.4300315457413248
Brazil,Rio de Janeiro,2018,69.45,38.38,61.74,1.47,1.9,9.26,5.26,196.91,2424.79,170.52,41.8,80.76,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.07029462566833898,0.6216391318432135,0.42999999999999994,0.8494373776908023
Brazil,Rio de Janeiro,2018,35.84,18.64,30.31,1.24,1.87,5.12,2.01,125.86,1025.05,76.03,43.34,82.86,Latin America & Caribbean,Upper middle income,High,Good,2010s,0.07409970274353102,0.6149785549323656,0.6300000000000001,0.42737896494156935
Brazil,Rio de Janeiro,2018,97.46,48.54,94.01,1.09,2.19,6.73,5.98,302.0,3505.27,144.89,41.98,79.11,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04132311544746981,0.5163280502074247,1.0999999999999999,1.2165772063412807
Brazil,Rio de Janeiro,2018,81.32,53.31,69.07,2.53,0.79,6.91,6.87,485.7,3657.6,166.36,36.19,80.55,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04547094517028372,0.7718256840886059,-1.7399999999999998,0.9971796443899448
Brazil,Rio de Janeiro,2018,62.54,32.83,55.45,3.76,2.28,3.21,5.22,445.85,1348.33,96.01,41.72,81.72,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.07115383190175865,0.5920649233543732,-1.48,0.7560444874274661
Brazil,Rio de Janeiro,2018,52.24,26.22,52.7,1.33,1.85,7.35,2.37,145.66,2060.0,96.89,42.15,81.81,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04701115963124697,0.4975332068311195,0.52,0.6308416857867407
Brazil,Rio de Janeiro,2018,91.0,46.78,87.9,0.62,2.76,8.16,5.68,199.64,1395.97,143.48,46.28,79.33,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.10270800375097532,0.5321956769055745,2.1399999999999997,1.1328270882609237
Brazil,Rio de Janeiro,2018,61.41,41.98,45.91,3.01,1.02,5.29,5.3,201.29,1584.19,115.14,38.47,81.31,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.07263482610917303,0.9143977346983228,-1.9899999999999998,0.7460818855546105
Brazil,Rio de Janeiro,2018,85.92,58.86,63.04,3.43,2.34,6.55,2.34,299.22,919.4,93.13,42.67,79.87,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.10118426770969144,0.9336928934010152,-1.0900000000000003,1.06244590082849
Brazil,Rio de Janeiro,2018,70.17,38.95,49.31,2.74,0.9,3.42,4.38,432.28,2189.35,95.86,37.77,81.19,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04376469514004611,0.7899006286757251,-1.8400000000000003,0.8537534979924566
Brazil,Rio de Janeiro,2018,61.99,28.31,51.9,1.91,1.99,8.52,7.09,466.83,3700.43,169.45,40.37,81.8,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04577960409895635,0.5454720616570328,0.08000000000000007,0.7486714975845411
Brazil,Rio de Janeiro,2018,101.32,60.68,103.91,0.76,1.95,4.28,7.53,231.9,4579.09,162.2,40.51,78.71,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.035414151250302936,0.5839668944278703,1.19,1.271107765650483
Brazil,Rio de Janeiro,2018,59.07,31.43,60.71,2.2,2.16,7.71,6.97,483.55,655.57,157.36,43.63,82.03,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.23966979910748282,0.5177071322681601,-0.040000000000000036,0.7114296037576779
Brazil,Rio de Janeiro,2018,113.18,60.84,86.46,1.5,2.63,4.5,4.02,101.45,4558.62,120.51,41.82,77.66,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.026429834065119465,0.7036780013879251,1.13,1.4388507500635648
Brazil,Rio de Janeiro,2018,30.16,18.11,27.11,1.26,2.81,6.38,4.52,373.35,2128.86,124.15,45.04,83.74,Latin America & Caribbean,Upper middle income,Very High,Good,2010s,0.05829021625834562,0.6680191811139801,1.55,0.35591220202973806
Brazil,Rio de Janeiro,2018,92.13,47.67,75.38,3.59,2.42,4.56,3.42,228.6,526.06,99.13,43.15,79.31,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.18808105339050585,0.6323958609710799,-1.17,1.1471796787448636
Brazil,Rio de Janeiro,2018,127.99,62.84,136.04,2.62,2.19,8.26,7.54,370.99,3081.26,191.32,40.88,77.21,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.06207133726551296,0.4619229638341665,-0.43000000000000016,1.636491497250991
Brazil,Rio de Janeiro,2018,74.3,35.92,70.1,1.46,0.59,9.58,5.03,273.08,4396.83,148.51,35.92,80.59,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.03376892694806302,0.5124108416547789,-0.87,0.910650815050864
Brazil,Rio de Janeiro,2018,69.36,38.08,67.81,3.72,1.4,5.27,6.29,356.39,2473.81,126.81,38.01,81.09,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.05124029723493925,0.5615690901047042,-2.3200000000000003,0.8449263004019978
Brazil,Rio de Janeiro,2018,91.35,49.36,91.51,2.67,1.8,8.33,6.76,434.23,1491.29,172.62,41.25,79.78,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.1156745672757976,0.5393946016828761,-0.8699999999999999,1.1308492201039861
Brazil,Rio de Janeiro,2018,84.51,48.35,76.81,0.72,1.76,6.69,7.24,490.01,3550.6,145.86,41.0,80.35,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.0410688140556369,0.6294753287332379,1.04,1.0388444990780579
Brazil,Rio de Janeiro,2018,92.65,62.64,100.48,2.45,0.59,4.43,4.04,199.92,1228.63,90.97,38.1,79.22,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.07398160422240836,0.6234076433121019,-1.8600000000000003,1.1549488905509848
Brazil,Rio de Janeiro,2019,79.04,52.45,81.62,2.36,0.5,8.45,5.24,229.66,3836.3,149.94,35.31,80.19,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.03907434915174732,0.6426121048762559,-1.8599999999999999,0.9735189062692451
Brazil,Rio de Janeiro,2019,97.61,41.68,83.68,1.06,2.99,4.33,6.33,286.73,4675.38,135.54,43.24,79.07,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.028983957676664427,0.4980879541108986,1.9300000000000002,1.2190583239665294
Brazil,Rio de Janeiro,2019,71.92,50.16,71.44,3.81,2.78,9.49,3.33,459.3,2227.82,143.91,42.31,81.12,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.06456779820712305,0.7021276595744681,-1.0300000000000002,0.875791524598149
Brazil,Rio de Janeiro,2019,49.95,23.36,42.01,3.79,1.95,6.35,2.68,483.64,1269.3,100.84,40.79,82.64,Latin America & Caribbean,Upper middle income,High,Good,2010s,0.07938282295520743,0.5560580814091883,-1.84,0.5972022955523674
Brazil,Rio de Janeiro,2019,89.08,42.23,94.25,0.68,0.78,5.99,2.37,245.43,2187.77,93.24,39.46,79.55,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.04259926808207349,0.44806366047745355,0.09999999999999998,1.1058969584109248
Brazil,Rio de Janeiro,2019,74.18,49.09,80.72,1.65,0.67,3.69,4.39,321.31,3354.8,92.39,37.0,80.7,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.027531438107157757,0.608151635282458,-0.9799999999999999,0.9079559363525093
Brazil,Rio de Janeiro,2019,116.65,62.18,113.02,3.62,0.81,4.93,7.78,395.86,445.61,158.58,38.36,78.02,Latin America & Caribbean,Upper middle income,Moderate,Sensitive,2010s,0.35507489756163096,0.5501681118386127,-2.81,1.4762085547962542
Brazil,Rio de Janeiro,2019,70.08,29.22,59.71,3.51,1.13,4.07,2.09,170.21,314.41,101.91,39.56,80.67,Latin America & Caribbean,Upper middle income,Moderate,Moderate,2010s,0.32310326242034176,0.4893652654496734,-2.38,0.858087425003061
Brazil,Rio de Janeiro,2019,73.55,40.61,53.06,1.16,2.96,3.39,2.79,219.99,3632.08,103.05,44.09,80.54,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.028364363019806885,0.765359969845458,1.8,0.9020112828059846
Brazil,Rio de Janeiro,2019,61.16,34.92,62.83,2.22,0.72,4.45,5.0,174.76,1516.21,114.03,38.43,81.27,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.07515769076133165,0.5557854528091677,-1.5000000000000002,0.7434058587577489
Brazil,Rio de Janeiro,2019,111.4,61.02,91.78,0.76,0.97,7.28,6.52,341.44,4119.34,166.29,38.04,78.26,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.040358319944470596,0.6648507300065374,0.20999999999999996,1.405500883169316
Brazil,Rio de Janeiro,2019,86.99,37.14,93.85,0.94,2.55,5.8,7.5,230.66,319.63,144.95,46.4,79.66,Latin America & Caribbean,Upper middle income,Moderate,Moderate,2010s,0.4520787200199607,0.3957378795950986,1.6099999999999999,1.0784775601289363
Brazil,Rio de Janeiro,2019,100.9,67.24,80.33,3.6,2.51,4.04,7.4,422.02,785.57,141.23,43.15,79.12,Latin America & Caribbean,Upper middle income,High,Sensitive,2010s,0.17955172457632504,0.8370471803809286,-1.0900000000000003,1.2593609585621568
Brazil,Rio de Janeiro,2019,106.74,43.34,91.62,2.64,1.68,8.0,3.17,473.08,4398.68,146.87,38.0,78.83,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.03338197323441705,0.4730408207814888,-0.9600000000000002,1.3370913190529876
Brazil,Rio de Janeiro,2019,125.81,79.78,122.58,3.67,1.33,3.02,7.83,499.87,3480.26,125.86,36.86,77.61,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.0361535765785951,0.6508402675803557,-2.34,1.6004325149472078
Brazil,Rio de Janeiro,2019,130.44,89.15,99.99,3.55,2.66,7.91,5.77,184.47,1379.84,145.85,43.06,76.67,Latin America & Caribbean,Upper middle income,High,Sensitive,2010s,0.10562411285883955,0.8915891589158917,-0.8899999999999997,1.679412900733874
Brazil,Rio de Janeiro,2019,122.84,67.77,104.65,2.97,0.99,9.22,6.71,233.01,1186.29,188.26,38.82,77.28,Latin America & Caribbean,Upper middle income,High,Sensitive,2010s,0.15856277741748015,0.6475871954132822,-1.9800000000000002,1.569238630556975
Brazil,Rio de Janeiro,2019,87.49,57.65,63.72,2.17,0.63,7.2,5.38,384.8,971.13,124.53,38.76,79.94,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.12810015121434376,0.9047394852479598,-1.54,1.0809241413392636
Brazil,Rio de Janeiro,2019,69.88,31.96,71.67,3.69,1.76,7.19,4.71,418.74,4770.6,159.34,36.83,81.18,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.033393411015173104,0.4459327473140784,-1.93,0.8503285470917497
Brazil,Rio de Janeiro,2019,99.35,51.23,93.91,2.63,0.84,6.09,4.45,174.81,739.41,140.31,39.16,78.73,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.18950311314001703,0.5455223085933341,-1.79,1.246080521760943
Brazil,Rio de Janeiro,2019,76.1,31.49,59.29,2.09,2.45,5.08,4.76,371.55,3423.09,144.42,41.84,80.67,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.042177629676790035,0.5311182324169337,0.3600000000000003,0.931798702093792
Brazil,Rio de Janeiro,2019,53.18,36.19,57.84,3.32,2.76,6.94,5.05,474.8,3398.8,134.22,41.55,82.4,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.03947879287016883,0.6256915629322267,-0.56,0.6376498800959232
Brazil,Rio de Janeiro,2019,121.08,54.27,128.44,3.21,2.66,8.26,4.36,197.3,4376.85,148.35,40.4,77.32,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.033886496796372644,0.4225319215197758,-0.5499999999999998,1.5459652706843718
Brazil,Rio de Janeiro,2019,29.84,13.39,24.07,1.09,0.51,4.25,2.12,120.2,3197.89,81.01,37.26,83.25,Latin America & Caribbean,Upper middle income,Very High,Good,2010s,0.025324409404512194,0.5562941420855837,-0.5800000000000001,0.3541839762611276
Brazil,Rio de Janeiro,2019,105.04,65.8,105.39,2.38,1.67,4.61,7.26,447.42,2432.94,130.26,40.2,78.89,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.0535181639646006,0.6243476610684126,-0.71,1.314807860808612
Brazil,Rio de Janeiro,2019,55.15,36.77,43.34,3.01,1.86,3.57,2.54,488.02,3562.6,82.56,39.02,82.3,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.023167583342687172,0.8484079372404245,-1.1499999999999997,0.6620648259303722
Brazil,Rio de Janeiro,2019,60.57,31.78,55.98,0.6,2.17,5.52,5.04,250.99,3530.09,141.07,42.39,81.46,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.0399508367104775,0.5677027509824938,1.5699999999999998,0.7345379577977201
Brazil,Rio de Janeiro,2019,64.41,32.98,47.09,1.53,1.34,9.37,4.73,267.43,1675.61,164.03,40.81,81.24,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.09783432044422974,0.7003610108303248,-0.18999999999999995,0.7831955252918288
Brazil,Rio de Janeiro,2019,73.13,33.48,68.51,1.26,2.41,4.76,7.63,489.42,2230.34,153.17,43.74,81.1,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.06864485017971263,0.4886877828054298,1.1500000000000001,0.8907429963459196
Brazil,Rio de Janeiro,2019,51.25,33.59,48.51,1.89,2.21,6.53,4.4,411.01,3228.54,120.76,41.52,82.41,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.03739232212637094,0.6924345495774068,0.32000000000000006,0.6144347200575471
Brazil,Rio de Janeiro,2019,68.49,39.24,74.32,1.96,1.15,5.76,7.58,148.83,2641.42,171.84,38.85,80.73,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.06503129706859621,0.5279870828848224,-0.81,0.8380031812064113
Brazil,Rio de Janeiro,2019,18.33,8.01,15.94,1.14,2.55,4.32,2.84,394.89,1222.93,113.31,45.27,84.57,Latin America & Caribbean,Upper middle income,High,Good,2010s,0.09257882395235022,0.5025094102885822,1.41,0.2142105878228351
Brazil,Rio de Janeiro,2019,113.64,59.38,95.97,3.98,2.4,9.94,3.95,263.09,198.45,145.4,43.01,77.95,Latin America & Caribbean,Upper middle income,Moderate,Sensitive,2010s,0.729004763098521,0.618735021360842,-1.58,1.4393920202659911
Brazil,Rio de Janeiro,2019,41.0,21.58,36.62,0.62,1.77,4.16,6.06,243.2,4811.275,133.83,43.13,82.75,Latin America & Caribbean,Upper middle income,Very High,Good,2010s,0.027810131382765953,0.5892954669579464,1.15,0.48955223880597015
Brazil,Rio de Janeiro,2019,103.69,46.57,91.37,0.67,0.56,6.48,3.85,111.19,3237.68,141.79,37.77,78.31,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.043780182049476944,0.5096858925248987,-0.10999999999999999,1.30740133652755
Brazil,Rio de Janeiro,2019,81.75,55.19,83.35,1.67,1.58,4.58,3.61,117.7,1321.89,86.52,41.74,79.79,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.06540226322672331,0.6621475704859029,-0.08999999999999986,1.0118826587448941
Brazil,Rio de Janeiro,2019,62.29,25.66,53.31,1.41,2.82,3.5,7.51,406.39,3657.99,152.9,43.39,81.66,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.041787487804011494,0.48133558431813916,1.41,0.7535688361964675
Brazil,Rio de Janeiro,2019,49.73,34.27,35.92,1.06,1.84,3.61,3.11,404.45,3642.0,115.0,40.83,82.49,Latin America & Caribbean,Upper middle income,Very High,Good,2010s,0.0315673895141367,0.954064587973274,0.78,0.5956401964307103
Brazil,Rio de Janeiro,2019,84.74,35.06,75.23,1.9,1.53,8.31,2.26,254.33,4364.12,122.14,38.33,79.86,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.027980903159592407,0.46603748504585935,-0.3699999999999999,1.0479841701706654
Brazil,Rio de Janeiro,2019,110.83,47.97,117.24,0.89,0.62,9.68,7.39,318.4,1788.29,197.01,39.17,78.25,Latin America & Caribbean,Upper middle income,High,Sensitive,2010s,0.1101051254967054,0.40916069600818833,-0.27,1.3984858044164037
Brazil,Rio de Janeiro,2019,144.95,93.84,118.47,3.59,0.52,7.42,5.56,199.8,2165.85,136.79,35.8,75.74,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2010s,0.06312850451115674,0.7920992656368702,-3.07,1.8888454521761793
Brazil,Rio de Janeiro,2019,84.48,37.55,63.18,0.59,2.44,7.72,2.73,212.57,4983.61,137.37,41.75,79.79,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.0275588260666331,0.5943336498892055,1.85,1.045673969550687
Brazil,Rio de Janeiro,2019,54.18,23.47,49.6,0.7,2.74,7.21,5.49,175.67,2500.72,160.73,45.02,81.74,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.06424779751530947,0.4731854838709677,2.04,0.6548223350253808
Brazil,Rio de Janeiro,2019,87.17,60.1,84.73,1.64,0.96,8.44,3.57,271.76,2895.62,151.84,38.33,79.73,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.05241971677334273,0.7093119320193556,-0.6799999999999999,1.0797720797720798
Brazil,Rio de Janeiro,2019,72.58,36.08,65.91,3.2,2.24,7.08,3.23,154.08,1870.02,108.81,41.66,80.47,Latin America & Caribbean,Upper middle income,High,Moderate,2010s,0.0581554446237881,0.5474131391291155,-0.96,0.8908800785565238
Brazil,Rio de Janeiro,2019,73.28,41.49,60.73,3.09,1.01,9.31,2.09,365.51,4183.64,141.98,35.75,80.85,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.033928844536208605,0.6831878807837972,-2.08,0.8952962736713501
Brazil,Rio de Janeiro,2019,67.81,30.33,53.4,1.58,2.32,4.58,5.72,469.68,222.77,140.14,45.16,81.42,Latin America & Caribbean,Upper middle income,Moderate,Moderate,2010s,0.6262680430799481,0.5679775280898877,0.7399999999999998,0.8227371997088085
Brazil,Rio de Janeiro,2019,52.8,30.62,57.88,1.64,0.6,7.78,2.65,139.78,2749.62,107.74,37.4,81.76,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.03916935090997666,0.5290255701451279,-1.04,0.6379893668438859
Brazil,Rio de Janeiro,2019,89.74,50.12,80.91,1.77,2.96,8.7,2.79,437.9,4959.47,143.24,42.15,79.89,Latin America & Caribbean,Upper middle income,Very High,Moderate,2010s,0.028876295996145527,0.6194537140032135,1.19,1.1094078378044256
Brazil,Rio de Janeiro,2020,46.62,18.79,47.67,3.48,2.49,6.21,4.46,244.71,2125.71,146.25,41.85,82.38,Latin America & Caribbean,Upper middle income,Very High,Good,2020s,0.06876819124375208,0.3941682399832179,-0.9899999999999998,0.5591268889421924
Brazil,Rio de Janeiro,2020,96.21,63.2,87.59,1.74,3.0,6.22,5.69,408.95,3050.3,127.75,44.2,79.4,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.04186740077999541,0.7215435552003654,1.26,1.196641791044776
Brazil,Rio de Janeiro,2020,76.24,48.12,60.26,1.58,2.3,5.22,3.81,122.33,4101.23,136.44,41.21,80.16,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.033259958607879135,0.7985396614669764,0.7199999999999998,0.9393790044356826
Brazil,Rio de Janeiro,2020,86.52,37.22,85.43,0.96,1.06,4.52,4.62,336.19,3897.88,123.54,38.31,79.9,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.031686022652659226,0.4356783331382418,0.10000000000000009,1.0694684796044498
Brazil,Rio de Janeiro,2020,112.55,51.62,121.12,0.55,0.92,7.44,6.93,116.74,3063.17,177.38,39.14,77.73,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2020s,0.05788843308302085,0.4261889035667107,0.37,1.4295694144544646
Brazil,Rio de Janeiro,2020,97.01,52.43,100.09,0.79,1.61,8.25,2.16,144.33,2521.13,124.08,41.53,78.82,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.04919651247160138,0.523828554301129,0.8200000000000001,1.2153595590077677
Brazil,Rio de Janeiro,2020,106.41,70.01,99.2,2.04,1.59,8.05,4.68,345.76,714.33,156.42,42.01,78.6,Latin America & Caribbean,Upper middle income,High,Sensitive,2020s,0.21866830693526063,0.7057459677419355,-0.44999999999999996,1.3368090452261308
Brazil,Rio de Janeiro,2020,95.51,40.59,104.03,2.56,2.32,5.24,7.22,211.8,3179.32,163.26,41.22,79.06,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.051334456909996475,0.390175910794963,-0.2400000000000002,1.192980264801399
Brazil,Rio de Janeiro,2020,61.12,42.64,49.99,2.72,1.44,6.95,6.57,383.88,4311.23,164.56,37.3,81.69,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.038161229804532695,0.8529705941188237,-1.2800000000000002,0.7391462087314065
Brazil,Rio de Janeiro,2020,68.54,29.17,75.18,0.99,1.27,6.58,7.23,371.62,3681.72,175.46,39.14,81.17,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.047644132597645224,0.3880021282255919,0.28,0.834124376293051
Brazil,Rio de Janeiro,2020,96.05,66.87,104.53,3.78,2.56,8.56,4.01,468.17,583.08,141.8,43.32,79.53,Latin America & Caribbean,Upper middle income,High,Moderate,2020s,0.24277496233392687,0.6397206543576007,-1.2199999999999998,1.1927232087420836
Brazil,Rio de Janeiro,2020,78.59,46.17,77.14,0.55,2.29,6.27,7.09,430.0,2056.01,170.89,44.28,80.62,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.08307689316046105,0.5985221674876847,1.74,0.9628767458956138
Brazil,Rio de Janeiro,2020,92.46,58.83,83.14,3.84,2.69,7.65,7.09,189.23,2097.38,169.21,42.14,79.21,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.08063839723977545,0.7076016357950444,-1.15,1.1527240992394963
Brazil,Rio de Janeiro,2020,79.1,40.36,59.86,1.73,1.75,9.1,3.65,369.45,4551.66,166.74,38.98,80.47,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.03662474245825518,0.6742398930838623,0.020000000000000018,0.9709095372529765
Brazil,Rio de Janeiro,2020,112.35,61.16,91.96,3.37,1.22,7.13,6.51,156.31,2122.26,143.88,38.17,77.82,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2020s,0.06776372182398763,0.6650717703349283,-2.1500000000000004,1.4253996447602133
Brazil,Rio de Janeiro,2020,40.6,26.05,34.06,2.01,0.55,7.19,3.18,213.12,1090.8,104.32,38.55,82.72,Latin America & Caribbean,Upper middle income,High,Good,2020s,0.09554863528118702,0.7648267762771579,-1.4599999999999997,0.48494983277591974
Brazil,Rio de Janeiro,2020,45.97,27.06,39.15,2.17,2.87,6.09,5.52,183.05,2958.33,129.87,43.49,82.3,Latin America & Caribbean,Upper middle income,Very High,Good,2020s,0.043884933413982224,0.6911877394636016,0.7000000000000002,0.5518607442977191
Brazil,Rio de Janeiro,2020,95.48,55.7,95.57,1.64,1.59,6.43,5.73,393.29,787.74,127.26,42.35,79.42,Latin America & Caribbean,Upper middle income,High,Moderate,2020s,0.16134594416410986,0.582818876216386,-0.04999999999999982,1.1872668490425267
Brazil,Rio de Janeiro,2020,106.33,43.95,101.84,1.07,1.77,7.82,2.28,236.2,4275.24,120.71,39.96,78.38,Latin America & Caribbean,Upper middle income,Very High,Sensitive,2020s,0.028228069519016706,0.4315593087195601,0.7,1.3395061728395061
Brazil,Rio de Janeiro,2020,103.59,44.59,104.68,3.24,1.29,4.84,7.59,107.19,1405.16,148.81,39.22,78.31,Latin America & Caribbean,Upper middle income,High,Sensitive,2020s,0.10582721738635717,0.4259648452426443,-1.9500000000000002,1.3061404614802674
Brazil,Rio de Janeiro,2020,69.76,39.22,75.82,1.66,2.65,4.05,7.09,399.03,1369.64,149.21,44.91,81.15,Latin America & Caribbean,Upper middle income,High,Moderate,2020s,0.10886155372672619,0.5172777631231865,0.99,0.8491783323189288
Brazil,Rio de Janeiro,2020,76.38,50.0,60.59,1.14,1.71,7.75,5.71,214.06,4879.08,165.13,39.12,80.34,Latin America & Caribbean,Upper middle income,Very High,Moderate,2020s,0.03383756003999935,0.825218682950982,0.5700000000000001,0.9390213916892057
